(45806.01908584129, (1e-06, 0.036, 1.1363636363636365, 0))
(40916.517048548776, (1e-06, 0.036, 1.274787535410765, 0))
(36011.51500479792, (1e-06, 0.036, 1.4516129032258065, 0))
(31100.512958547068, (1e-06, 0.036, 1.6853932584269664, 0))
(26192.010913337883, (1e-06, 0.036, 2.008928571428571, 0))
(21296.008873337032, (1e-06, 0.036, 2.4861878453038675, 0))
(16423.00684291952, (1e-06, 0.036, 3.2608695652173916, 0))
(11585.004827085346, (1e-06, 0.036, 4.736842105263158, 0))
(6804.002835001182, (1e-06, 0.036, 8.653846153846153, 0))
(2016.5008402086835, (1e-06, 0.036, 50.0, 0))
(47152.01964667486, (2.1544346900318822e-06, 0.036, 1.1363636363636365, 0))
(42114.51754771565, (2.1544346900318822e-06, 0.036, 1.274787535410765, 0))
(37036.51543188143, (2.1544346900318822e-06, 0.036, 1.4516129032258065, 0))
(31936.013306672216, (2.1544346900318822e-06, 0.036, 1.6853932584269664, 0))
(26832.511180212994, (2.1544346900318822e-06, 0.036, 2.008928571428571, 0))
(21747.00906125378, (2.1544346900318822e-06, 0.036, 2.4861878453038675, 0))
(16702.00695916957, (2.1544346900318822e-06, 0.036, 3.2608695652173916, 0))
(11723.504884793703, (2.1544346900318822e-06, 0.036, 4.736842105263158, 0))
(6845.002852084523, (2.1544346900318822e-06, 0.036, 8.653846153846153, 0))
(2017.5008406253505, (2.1544346900318822e-06, 0.036, 50.0, 0))
(49626.52067771695, (4.641588833612782e-06, 0.036, 1.1363636363636365, 0))
(44378.018490841045, (4.641588833612782e-06, 0.036, 1.274787535410765, 0))
(39024.01626000678, (4.641588833612782e-06, 0.036, 1.4516129032258065, 0))
(33597.013998755836, (4.641588833612782e-06, 0.036, 1.6853932584269664, 0))
(28134.51172271322, (4.641588833612782e-06, 0.036, 2.008928571428571, 0))
(22682.009450837275, (4.641588833612782e-06, 0.036, 2.4861878453038675, 0))
(17291.007204586338, (4.641588833612782e-06, 0.036, 3.2608695652173916, 0))
(12019.005007918755, (4.641588833612782e-06, 0.036, 4.736842105263158, 0))
(6933.502888959538, (4.641588833612782e-06, 0.036, 8.653846153846153, 0))
(2019.5008414586841, (4.641588833612782e-06, 0.036, 50.0, 0))
(53667.52236146766, (1e-05, 0.036, 1.1363636363636365, 0))
(48226.020094175045, (1e-05, 0.036, 1.274787535410765, 0))
(42546.01772750739, (1e-05, 0.036, 1.4516129032258065, 0))
(36663.01527625637, (1e-05, 0.036, 1.6853932584269664, 0))
(30635.012764588653, (1e-05, 0.036, 2.008928571428571, 0))
(24545.51022729593, (1e-05, 0.036, 2.4861878453038675, 0))
(18503.50770979488, (1e-05, 0.036, 3.2608695652173916, 0))
(12644.00526833553, (1e-05, 0.036, 4.736842105263158, 0))
(7124.002968334571, (1e-05, 0.036, 8.653846153846153, 0))
(2023.5008431253514, (1e-05, 0.036, 50.0, 0))
(59317.5247156353, (2.1544346900318823e-05, 0.036, 1.1363636363636365, 0))
(53878.522449384356, (2.1544346900318823e-05, 0.036, 1.274787535410765, 0))
(48003.52000146667, (2.1544346900318823e-05, 0.036, 1.4516129032258065, 0))
(41696.017373340575, (2.1544346900318823e-05, 0.036, 1.6853932584269664, 0))
(34995.01458125608, (2.1544346900318823e-05, 0.036, 2.008928571428571, 0))
(27998.51166604653, (2.1544346900318823e-05, 0.036, 2.4861878453038675, 0))
(20884.50870187863, (2.1544346900318823e-05, 0.036, 3.2608695652173916, 0))
(13936.005806669087, (2.1544346900318823e-05, 0.036, 4.736842105263158, 0))
(7534.003139167975, (2.1544346900318823e-05, 0.036, 8.653846153846153, 0))
(2032.0008466670197, (2.1544346900318823e-05, 0.036, 50.0, 0))
(66014.0275058448, (4.641588833612772e-05, 0.036, 1.1363636363636365, 0))
(60914.025380843916, (4.641588833612772e-05, 0.036, 1.274787535410765, 0))
(55192.022996676256, (4.641588833612772e-05, 0.036, 1.4516129032258065, 0))
(48773.020322091805, (4.641588833612772e-05, 0.036, 1.6853932584269664, 0))
(41603.01733459056, (4.641588833612772e-05, 0.036, 2.008928571428571, 0))
(33689.51403729752, (4.641588833612772e-05, 0.036, 2.4861878453038675, 0))
(25178.51049104604, (4.641588833612772e-05, 0.036, 3.2608695652173916, 0))
(16483.00686791953, (4.641588833612772e-05, 0.036, 4.736842105263158, 0))
(8408.503503543126, (4.641588833612772e-05, 0.036, 8.653846153846153, 0))
(2050.500854375356, (4.641588833612772e-05, 0.036, 50.0, 0))
(72861.530358971, (0.0001, 0.036, 1.1363636363636365, 0))
(68411.02850459522, (0.0001, 0.036, 1.274787535410765, 0))
(63244.52635188599, (0.0001, 0.036, 1.4516129032258065, 0))
(57202.0238341766, (0.0001, 0.036, 1.6853932584269664, 0))
(50092.5208718837, (0.0001, 0.036, 2.008928571428571, 0))
(41721.017383757244, (0.0001, 0.036, 2.4861878453038675, 0))
(31973.51332229722, (0.0001, 0.036, 3.2608695652173916, 0))
(21082.50878437866, (0.0001, 0.036, 4.736842105263158, 0))
(10218.504257710109, (0.0001, 0.036, 8.653846153846153, 0))
